"OGid","Phco_ech1","Phco_ech2","Phco_ech3","Phlu_ech1","Phlu_ech2","Phlu_ech3","Hbet_ech1","Hbet_ech2","Hbet_ech3","Hkan_ech1","Hkan_ech2","Hkan_ech3","Gpru_ech1","Gpru_ech2","Gpru_ech3","Grac_ech1","Grac_ech2","Grac_ech3","Pgab_ech1","Pgab_ech2","Pgab_ech3","Psem_ech1","Psem_ech2","Psem_ech3","Pcos_ech1","Pcos_ech2","Pgra_ech1","Pgra_ech2","Prev_ech1","Prev_ech2","Mper_ech1","Mper_ech2","Mper_ech3","Ncfi_ech1","Ncfi_ech2","Nmon_ech1","Nmon_ech2","ScorA_ech2","ScorA_ech3","ScorB_ech1","ScorB_ech2","ScorB_ech3","ScorC_ech1","ScorC_ech2","ScorC_ech3","ScorD_ech1","ScorD_ech2","ScorD_ech3"
"4041",1788,1788,1788,1871,1871,1871,2603,2603,2603,1163,1163,1163,2248,2248,2248,3436,3436,3436,1449,1449,1449,1611,1611,1611,3173,3173,3125,3125,3966,3966,1396,1396,1396,2490,2490,2079,2079,2234,2234,2234,2234,2234,2234,2234,2234,2234,2234,2234
"4042",293,293,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,498,498,NA,NA,NA,NA,NA,1053,1053,NA,NA,3026,3026,3026,1305,1305,1381,1381,605,605,605,605,605,605,605,605,605,605,605
"4044",663,663,663,NA,NA,NA,NA,NA,NA,NA,NA,NA,797,797,797,1067,1067,1067,2480,2480,2480,2477,2477,2477,1033,1033,698,698,NA,NA,1887,1887,1887,949,949,1403,1403,768,768,768,768,768,768,768,768,768,768,768
"4045",762,762,762,661,661,661,1336,1336,1336,1348,1348,1348,1130,1130,1130,917,917,917,1954,1954,1954,546,546,546,NA,NA,NA,NA,NA,NA,1381,1381,1381,NA,NA,855,855,699,699,699,699,699,699,699,699,699,699,699
"4046",1701,1701,1701,1420,1420,1420,1425,1425,1425,1231,1231,1231,1027,1027,1027,1158,1158,1158,1252,1252,1252,1279,1279,1279,273,273,1268,1268,1039,1039,2190,2190,2190,1851,1851,2428,2428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4047",1809,1809,1809,1221,1221,1221,3529,3529,3529,3438,3438,3438,8507,8507,8507,8894,8894,8894,1993,1993,1993,2076,2076,2076,1963,1963,1963,1963,5757,5757,88788,88788,88788,63091,63091,38596,38596,877,877,877,877,877,877,877,877,877,877,877
"4048",770,770,770,860,860,860,1169,1169,1169,895,895,895,912,912,912,951,951,951,NA,NA,NA,NA,NA,NA,819,819,NA,NA,304,304,NA,NA,NA,NA,NA,832,832,440,440,440,440,440,440,440,440,440,440,440
"4049",2121,2121,2121,2118,2118,2118,1973,1973,1973,2011,2011,2011,1981,1981,1981,2133,2133,2133,1336,1336,1336,1681,1681,1681,1612,1612,1603,1603,4413,4413,4704,4704,4704,2494,2494,3800,3800,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531
"4050",1332,1332,1332,1170,1170,1170,902,902,902,NA,NA,NA,NA,NA,NA,1006,1006,1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872,1872,1872,1160,1160,1275,1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4051",633,633,633,664,664,664,762,762,762,329,329,329,494,494,494,624,624,624,NA,NA,NA,NA,NA,NA,829,829,803,803,275,275,1631,1631,1631,NA,NA,509,509,1538,1538,1538,1538,1538,1538,1538,1538,1538,1538,1538
"4052",1843,1843,1843,1873,1873,1873,1941,1941,1941,2069,2069,2069,1989,1989,1989,2064,2064,2064,1115,1115,1115,1839,1839,1839,1761,1761,1868,1868,927,927,3043,3043,3043,1954,1954,1608,1608,1829,1829,1829,1829,1829,1829,1829,1829,1829,1829,1829
"4053",1356,1356,1356,1401,1401,1401,1987,1987,1987,1292,1292,1292,1398,1398,1398,1624,1624,1624,2535,2535,2535,2228,2228,2228,1675,1675,1616,1616,1170,1170,2984,2984,2984,1609,1609,2821,2821,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
"4054",1826,1826,1826,1428,1428,1428,1748,1748,1748,1282,1282,1282,1691,1691,1691,1728,1728,1728,1643,1643,1643,1619,1619,1619,1407,1407,1623,1623,760,760,5672,5672,5672,3430,3430,3650,3650,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367
"4055",1839,1839,1839,1843,1843,1843,1896,1896,1896,1701,1701,1701,1720,1720,1720,1394,1394,1394,1592,1592,1592,1781,1781,1781,1599,1599,1725,1725,821,821,1244,1244,1244,1671,1671,1169,1169,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587
"4056",809,809,809,964,964,964,905,905,905,1362,1362,1362,1173,1173,1173,712,712,712,1251,1251,1251,1308,1308,1308,1289,1289,1303,1303,288,288,3602,3602,3602,435,435,2585,2585,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712
"4057",2229,2229,2229,2350,2350,2350,2245,2245,2245,2274,2274,2274,4960,4960,4960,5076,5076,5076,2511,2511,2511,2668,2668,2668,2389,2389,3489,3489,976,976,4917,4917,4917,2360,2360,2706,2706,6753,6753,6753,6753,6753,6753,6753,6753,6753,6753,6753
"4058",1942,1942,1942,4697,4697,4697,5837,5837,5837,6826,6826,6826,10845,10845,10845,15561,15561,15561,4033,4033,4033,3855,3855,3855,4819,4819,1504,1504,5963,5963,67241,67241,67241,20537,20537,18359,18359,5210,5210,5210,5210,5210,5210,5210,5210,5210,5210,5210
"4059",2172,2172,2172,2092,2092,2092,2215,2215,2215,2158,2158,2158,2308,2308,2308,2085,2085,2085,2533,2533,2533,2530,2530,2530,2299,2299,2548,2548,281,281,6085,6085,6085,3955,3955,2971,2971,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858
"4060",1463,1463,1463,1494,1494,1494,1989,1989,1989,1919,1919,1919,NA,NA,NA,1655,1655,1655,1081,1081,1081,1052,1052,1052,1336,1336,1525,1525,1278,1278,6333,6333,6333,4541,4541,4685,4685,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348
"4061",4979,4979,4979,4573,4573,4573,7472,7472,7472,4038,4038,4038,2110,2110,2110,4739,4739,4739,35007,35007,35007,20587,20587,20587,6513,6513,8625,8625,17588,17588,12182,12182,12182,2543,2543,4771,4771,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235
"4062",NA,NA,NA,560,560,560,1993,1993,1993,2112,2112,2112,499,499,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2765,2765,NA,NA,3179,3179,3179,1909,1909,3154,3154,1777,1777,1777,1777,1777,1777,1777,1777,1777,1777,1777
"4063",2086,2086,2086,2368,2368,2368,2156,2156,2156,2160,2160,2160,2205,2205,2205,1912,1912,1912,2014,2014,2014,2098,2098,2098,1962,1962,2458,2458,395,395,7782,7782,7782,3639,3639,1539,1539,4754,4754,4754,4754,4754,4754,4754,4754,4754,4754,4754
"4064",1726,1726,1726,1549,1549,1549,1020,1020,1020,NA,NA,NA,312,312,312,386,386,386,2166,2166,2166,1384,1384,1384,2195,2195,2194,2194,1460,1460,4731,4731,4731,1512,1512,1810,1810,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748
"4065",1110,1110,1110,1197,1197,1197,1098,1098,1098,1179,1179,1179,810,810,810,949,949,949,713,713,713,857,857,857,NA,NA,1140,1140,2288,2288,NA,NA,NA,976,976,960,960,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055
"4066",2107,2107,2107,2077,2077,2077,2195,2195,2195,2241,2241,2241,2059,2059,2059,3970,3970,3970,2255,2255,2255,2250,2250,2250,3588,3588,2308,2308,432,432,9896,9896,9896,4489,4489,4728,4728,5828,5828,5828,5828,5828,5828,5828,5828,5828,5828,5828
"4067",4037,4037,4037,3959,3959,3959,1655,1655,1655,2237,2237,2237,4030,4030,4030,4301,4301,4301,4801,4801,4801,4929,4929,4929,3864,3864,1796,1796,1681,1681,9933,9933,9933,5317,5317,5927,5927,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614
"4068",2817,2817,2817,1908,1908,1908,2187,2187,2187,3411,3411,3411,1672,1672,1672,2806,2806,2806,2904,2904,2904,2584,2584,2584,2790,2790,1353,1353,1580,1580,844,844,844,2241,2241,1548,1548,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865
"4069",1127,1127,1127,1350,1350,1350,2677,2677,2677,2652,2652,2652,NA,NA,NA,NA,NA,NA,1850,1850,1850,2056,2056,2056,1845,1845,1600,1600,1279,1279,2436,2436,2436,2978,2978,860,860,635,635,635,635,635,635,635,635,635,635,635
"4070",2934,2934,2934,3024,3024,3024,4870,4870,4870,4883,4883,4883,3715,3715,3715,3217,3217,3217,4006,4006,4006,2735,2735,2735,3157,3157,2852,2852,919,919,4651,4651,4651,3249,3249,3418,3418,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175
"4072",1813,1813,1813,1823,1823,1823,1831,1831,1831,2002,2002,2002,1996,1996,1996,2258,2258,2258,1937,1937,1937,2046,2046,2046,1934,1934,2547,2547,756,756,6845,6845,6845,4257,4257,3573,3573,4415,4415,4415,4415,4415,4415,4415,4415,4415,4415,4415
"4073",3802,3802,3802,3161,3161,3161,3616,3616,3616,5811,5811,5811,4084,4084,4084,4026,4026,4026,3777,3777,3777,4125,4125,4125,2810,2810,3539,3539,282,282,6706,6706,6706,3939,3939,3937,3937,3911,3911,3911,3911,3911,3911,3911,3911,3911,3911,3911
"4074",974,974,974,1534,1534,1534,1489,1489,1489,1376,1376,1376,1441,1441,1441,NA,NA,NA,1800,1800,1800,1400,1400,1400,1731,1731,1591,1591,308,308,4836,4836,4836,1357,1357,1929,1929,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413
"4075",2886,2886,2886,3051,3051,3051,2712,2712,2712,2991,2991,2991,3107,3107,3107,3121,3121,3121,2943,2943,2943,2939,2939,2939,2862,2862,2927,2927,1201,1201,4981,4981,4981,3186,3186,3082,3082,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419
"4076",3753,3753,3753,2635,2635,2635,3601,3601,3601,4323,4323,4323,425,425,425,231,231,231,2005,2005,2005,3692,3692,3692,2387,2387,3657,3657,230,230,9358,9358,9358,3508,3508,4293,4293,3781,3781,3781,3781,3781,3781,3781,3781,3781,3781,3781
"4077",NA,NA,NA,392,392,392,NA,NA,NA,NA,NA,NA,1991,1991,1991,817,817,817,NA,NA,NA,872,872,872,254,254,NA,NA,1506,1506,4694,4694,4694,3855,3855,3332,3332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4078",2094,2094,2094,1837,1837,1837,2402,2402,2402,2291,2291,2291,2285,2285,2285,1848,1848,1848,2319,2319,2319,1928,1928,1928,2305,2305,1989,1989,1365,1365,6208,6208,6208,590,590,2923,2923,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297
"4079",1384,1384,1384,1352,1352,1352,1417,1417,1417,1324,1324,1324,1594,1594,1594,1617,1617,1617,1359,1359,1359,1310,1310,1310,1493,1493,1283,1283,1980,1980,4310,4310,4310,2964,2964,2627,2627,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566
"4080",1552,1552,1552,1327,1327,1327,1237,1237,1237,1268,1268,1268,1207,1207,1207,1259,1259,1259,1295,1295,1295,1272,1272,1272,1387,1387,524,524,718,718,2269,2269,2269,1610,1610,1936,1936,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237
"4081",2250,2250,2250,2445,2445,2445,2832,2832,2832,2695,2695,2695,3010,3010,3010,3141,3141,3141,2850,2850,2850,4117,4117,4117,2638,2638,2740,2740,1394,1394,4055,4055,4055,2341,2341,3135,3135,4471,4471,4471,4471,4471,4471,4471,4471,4471,4471,4471
"4083",561,561,561,556,556,556,NA,NA,NA,NA,NA,NA,481,481,481,222,222,222,313,313,313,1417,1417,1417,NA,NA,NA,NA,377,377,1255,1255,1255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4084",1823,1823,1823,1755,1755,1755,1926,1926,1926,1595,1595,1595,1794,1794,1794,1926,1926,1926,1997,1997,1997,2187,2187,2187,2132,2132,2326,2326,1144,1144,3689,3689,3689,3070,3070,3487,3487,1719,1719,1719,1719,1719,1719,1719,1719,1719,1719,1719
"4085",3460,3460,3460,3402,3402,3402,3361,3361,3361,3469,3469,3469,3435,3435,3435,3473,3473,3473,3354,3354,3354,3205,3205,3205,4139,4139,3644,3644,3286,3286,4844,4844,4844,3364,3364,4427,4427,3382,3382,3382,3382,3382,3382,3382,3382,3382,3382,3382
"4086",4288,4288,4288,3294,3294,3294,3180,3180,3180,3938,3938,3938,4037,4037,4037,3781,3781,3781,3916,3916,3916,3974,3974,3974,3185,3185,4133,4133,2247,2247,10851,10851,10851,4245,4245,8691,8691,3761,3761,3761,3761,3761,3761,3761,3761,3761,3761,3761
"4087",1271,1271,1271,1436,1436,1436,1799,1799,1799,1739,1739,1739,1493,1493,1493,1446,1446,1446,1928,1928,1928,2263,2263,2263,1453,1453,1443,1443,352,352,3138,3138,3138,4212,4212,1892,1892,1446,1446,1446,1446,1446,1446,1446,1446,1446,1446,1446
"4088",958,958,958,NA,NA,NA,337,337,337,314,314,314,NA,NA,NA,998,998,998,976,976,976,969,969,969,883,883,1020,1020,320,320,1396,1396,1396,1788,1788,619,619,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077
"4089",2031,2031,2031,1993,1993,1993,2012,2012,2012,1804,1804,1804,1922,1922,1922,1881,1881,1881,1855,1855,1855,1708,1708,1708,2356,2356,2239,2239,2111,2111,5923,5923,5923,1919,1919,2540,2540,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961
"4090",1149,1149,1149,1406,1406,1406,1192,1192,1192,871,871,871,1471,1471,1471,1207,1207,1207,1277,1277,1277,1263,1263,1263,1236,1236,1324,1324,1026,1026,4713,4713,4713,2208,2208,4074,4074,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,1220
"4091",5342,5342,5342,3076,3076,3076,6497,6497,6497,6574,6574,6574,6790,6790,6790,6768,6768,6768,6243,6243,6243,6325,6325,6325,2840,2840,3655,3655,4820,4820,9698,9698,9698,5600,5600,5071,5071,4346,4346,4346,4346,4346,4346,4346,4346,4346,4346,4346
"4092",1204,1204,1204,1095,1095,1095,1818,1818,1818,1639,1639,1639,1360,1360,1360,1143,1143,1143,968,968,968,1272,1272,1272,1178,1178,2110,2110,1505,1505,NA,NA,NA,NA,NA,NA,NA,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067
"4093",2054,2054,2054,2438,2438,2438,1237,1237,1237,1139,1139,1139,2650,2650,2650,2092,2092,2092,2422,2422,2422,2352,2352,2352,2494,2494,2443,2443,710,710,2751,2751,2751,1837,1837,1529,1529,1927,1927,1927,1927,1927,1927,1927,1927,1927,1927,1927
"4094",6624,6624,6624,9113,9113,9113,5305,5305,5305,6013,6013,6013,8471,8471,8471,13450,13450,13450,5333,5333,5333,3025,3025,3025,5175,5175,4748,4748,628,628,27782,27782,27782,11640,11640,10308,10308,5421,5421,5421,5421,5421,5421,5421,5421,5421,5421,5421
"4095",1367,1367,1367,NA,NA,NA,851,851,851,851,851,851,432,432,432,619,619,619,1922,1922,1922,347,347,347,768,768,749,749,229,229,NA,NA,NA,673,673,270,270,673,673,673,673,673,673,673,673,673,673,673
"4096",1532,1532,1532,1827,1827,1827,1530,1530,1530,1595,1595,1595,1760,1760,1760,1240,1240,1240,1652,1652,1652,1779,1779,1779,1719,1719,926,926,689,689,3363,3363,3363,1344,1344,1966,1966,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589
"4098",1397,1397,1397,1385,1385,1385,1093,1093,1093,922,922,922,2933,2933,2933,2338,2338,2338,1234,1234,1234,1315,1315,1315,1185,1185,1281,1281,592,592,3532,3532,3532,1208,1208,1751,1751,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159
"4099",651,651,651,767,767,767,981,981,981,1887,1887,1887,1090,1090,1090,840,840,840,1924,1924,1924,981,981,981,NA,NA,1408,1408,254,254,1076,1076,1076,914,914,642,642,900,900,900,900,900,900,900,900,900,900,900
"4100",599,599,599,1032,1032,1032,NA,NA,NA,1030,1030,1030,901,901,901,1486,1486,1486,1370,1370,1370,1656,1656,1656,1130,1130,2294,2294,493,493,1154,1154,1154,NA,NA,1135,1135,932,932,932,932,932,932,932,932,932,932,932
"4101",2537,2537,2537,2345,2345,2345,2198,2198,2198,2263,2263,2263,2402,2402,2402,3125,3125,3125,2110,2110,2110,2560,2560,2560,2194,2194,2640,2640,1793,1793,5576,5576,5576,2550,2550,2961,2961,2282,2282,2282,2282,2282,2282,2282,2282,2282,2282,2282
"4102",2519,2519,2519,2745,2745,2745,2185,2185,2185,3021,3021,3021,2530,2530,2530,2510,2510,2510,2905,2905,2905,2697,2697,2697,2271,2271,2236,2236,1948,1948,2727,2727,2727,2500,2500,1786,1786,4680,4680,4680,4680,4680,4680,4680,4680,4680,4680,4680
"4103",637,637,637,1322,1322,1322,1322,1322,1322,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017,1017,1017,NA,NA,NA,NA,NA,1195,1195,474,474,1585,1585,1585,NA,NA,898,898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4104",396,396,396,1032,1032,1032,858,858,858,681,681,681,851,851,851,508,508,508,778,778,778,1122,1122,1122,1352,1352,960,960,1673,1673,4421,4421,4421,NA,NA,323,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4106",981,981,981,1155,1155,1155,1110,1110,1110,1383,1383,1383,1129,1129,1129,1078,1078,1078,2237,2237,2237,1795,1795,1795,1566,1566,1515,1515,2045,2045,2438,2438,2438,1860,1860,1656,1656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4107",2732,2732,2732,2924,2924,2924,1115,1115,1115,2718,2718,2718,1422,1422,1422,2827,2827,2827,1183,1183,1183,1564,1564,1564,1684,1684,1550,1550,1293,1293,3629,3629,3629,3135,3135,1986,1986,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902
"4108",1573,1573,1573,2302,2302,2302,2787,2787,2787,2429,2429,2429,2556,2556,2556,2333,2333,2333,2558,2558,2558,1282,1282,1282,2387,2387,2504,2504,406,406,3834,3834,3834,3579,3579,1815,1815,2518,2518,2518,2518,2518,2518,2518,2518,2518,2518,2518
"4109",NA,NA,NA,639,639,639,NA,NA,NA,422,422,422,274,274,274,522,522,522,525,525,525,519,519,519,478,478,590,590,459,459,314,314,314,718,718,712,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4110",3252,3252,3252,2857,2857,2857,5525,5525,5525,4301,4301,4301,3586,3586,3586,3471,3471,3471,3265,3265,3265,3410,3410,3410,2459,2459,3292,3292,371,371,5564,5564,5564,3277,3277,2549,2549,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806
"4111",3829,3829,3829,3095,3095,3095,4645,4645,4645,5271,5271,5271,3317,3317,3317,2633,2633,2633,2590,2590,2590,2405,2405,2405,2541,2541,2641,2641,3726,3726,5088,5088,5088,2713,2713,2558,2558,2814,2814,2814,2814,2814,2814,2814,2814,2814,2814,2814
"4112",2317,2317,2317,2348,2348,2348,2190,2190,2190,3716,3716,3716,2426,2426,2426,2314,2314,2314,2445,2445,2445,2438,2438,2438,2249,2249,2372,2372,858,858,3246,3246,3246,2176,2176,1771,1771,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050
"4113",1287,1287,1287,1423,1423,1423,NA,NA,NA,1633,1633,1633,1371,1371,1371,1464,1464,1464,2012,2012,2012,1833,1833,1833,3006,3006,3300,3300,2038,2038,5361,5361,5361,2671,2671,2688,2688,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091
"4114",5496,5496,5496,5445,5445,5445,3740,3740,3740,3366,3366,3366,3389,3389,3389,3439,3439,3439,3894,3894,3894,5185,5185,5185,3237,3237,4181,4181,746,746,5993,5993,5993,4787,4787,3465,3465,3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,3807
"4115",1885,1885,1885,1821,1821,1821,2051,2051,2051,2055,2055,2055,2055,2055,2055,2022,2022,2022,2062,2062,2062,2042,2042,2042,1914,1914,1937,1937,2596,2596,5648,5648,5648,1785,1785,1320,1320,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783
"4116",2341,2341,2341,2577,2577,2577,1974,1974,1974,2360,2360,2360,2455,2455,2455,2104,2104,2104,2692,2692,2692,2262,2262,2262,2929,2929,2418,2418,847,847,3240,3240,3240,2251,2251,3646,3646,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209
"4117",1809,1809,1809,3299,3299,3299,2161,2161,2161,2134,2134,2134,2045,2045,2045,2143,2143,2143,2231,2231,2231,2119,2119,2119,2205,2205,2158,2158,579,579,2267,2267,2267,3756,3756,1936,1936,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013
"4118",1580,1580,1580,1262,1262,1262,NA,NA,NA,1425,1425,1425,1134,1134,1134,2219,2219,2219,2277,2277,2277,971,971,971,1311,1311,2661,2661,927,927,3026,3026,3026,1147,1147,983,983,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424
"4119",1721,1721,1721,1663,1663,1663,1871,1871,1871,1848,1848,1848,1608,1608,1608,1733,1733,1733,1611,1611,1611,1625,1625,1625,1738,1738,1689,1689,1698,1698,1544,1544,1544,2459,2459,1780,1780,1762,1762,1762,1762,1762,1762,1762,1762,1762,1762,1762
"4120",1091,1091,1091,1677,1677,1677,NA,NA,NA,NA,NA,NA,1617,1617,1617,1837,1837,1837,3028,3028,3028,3220,3220,3220,1705,1705,1779,1779,590,590,3899,3899,3899,1586,1586,491,491,806,806,806,806,806,806,806,806,806,806,806
"4121",4994,4994,4994,7328,7328,7328,5858,5858,5858,5925,5925,5925,9352,9352,9352,8888,8888,8888,7429,7429,7429,10298,10298,10298,6583,6583,7304,7304,2545,2545,14718,14718,14718,5851,5851,5687,5687,11474,11474,11474,11474,11474,11474,11474,11474,11474,11474,11474
"4122",1270,1270,1270,1483,1483,1483,1667,1667,1667,2401,2401,2401,1870,1870,1870,1010,1010,1010,1520,1520,1520,2784,2784,2784,1307,1307,1798,1798,885,885,3418,3418,3418,1403,1403,4299,4299,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197
"4123",472,472,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426,1426,1426,NA,NA,NA,NA,NA,NA,8477,8477,8477,3810,3810,4647,4647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4124",1935,1935,1935,1902,1902,1902,1943,1943,1943,1967,1967,1967,1919,1919,1919,1846,1846,1846,2060,2060,2060,1970,1970,1970,2130,2130,1545,1545,951,951,2278,2278,2278,3734,3734,1760,1760,3625,3625,3625,3625,3625,3625,3625,3625,3625,3625,3625
"4125",2072,2072,2072,2419,2419,2419,3759,3759,3759,3811,3811,3811,2459,2459,2459,2122,2122,2122,3612,3612,3612,3347,3347,3347,1887,1887,1980,1980,928,928,5167,5167,5167,2580,2580,2372,2372,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078
"4126",2109,2109,2109,2336,2336,2336,3139,3139,3139,2721,2721,2721,2716,2716,2716,2588,2588,2588,4656,4656,4656,2815,2815,2815,2468,2468,2600,2600,2053,2053,4577,4577,4577,3624,3624,3038,3038,7481,7481,7481,7481,7481,7481,7481,7481,7481,7481,7481
"4127",1309,1309,1309,1971,1971,1971,1938,1938,1938,2042,2042,2042,1548,1548,1548,1024,1024,1024,1425,1425,1425,1087,1087,1087,1758,1758,1790,1790,1065,1065,4114,4114,4114,1585,1585,2732,2732,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679
"4128",7632,7632,7632,5837,5837,5837,8089,8089,8089,7712,7712,7712,7250,7250,7250,9823,9823,9823,7936,7936,7936,9197,9197,9197,5795,5795,5013,5013,5287,5287,8490,8490,8490,6932,6932,7058,7058,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667
"4129",3783,3783,3783,5216,5216,5216,3660,3660,3660,3812,3812,3812,3811,3811,3811,3731,3731,3731,3820,3820,3820,5387,5387,5387,4060,4060,3627,3627,2829,2829,7229,7229,7229,3503,3503,3812,3812,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871,4871
"4130",1108,1108,1108,1331,1331,1331,1587,1587,1587,1545,1545,1545,780,780,780,1291,1291,1291,1579,1579,1579,2034,2034,2034,1139,1139,914,914,1449,1449,7466,7466,7466,1356,1356,915,915,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171
"4131",5791,5791,5791,5922,5922,5922,5972,5972,5972,4885,4885,4885,2959,2959,2959,4396,4396,4396,3089,3089,3089,4630,4630,4630,4503,4503,4079,4079,3502,3502,22151,22151,22151,3046,3046,6330,6330,9202,9202,9202,9202,9202,9202,9202,9202,9202,9202,9202
"4132",1624,1624,1624,1647,1647,1647,3657,3657,3657,3586,3586,3586,2049,2049,2049,3207,3207,3207,1748,1748,1748,1774,1774,1774,1644,1644,1760,1760,318,318,5934,5934,5934,2004,2004,2155,2155,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731
"4134",3080,3080,3080,2873,2873,2873,2906,2906,2906,2606,2606,2606,2778,2778,2778,2789,2789,2789,2637,2637,2637,2090,2090,2090,2621,2621,2640,2640,381,381,3620,3620,3620,2557,2557,3101,3101,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199
"4135",607,607,607,488,488,488,1256,1256,1256,923,923,923,814,814,814,300,300,300,1163,1163,1163,1090,1090,1090,1089,1089,244,244,272,272,2947,2947,2947,1953,1953,454,454,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589
"4136",1237,1237,1237,1191,1191,1191,1728,1728,1728,1588,1588,1588,377,377,377,NA,NA,NA,1468,1468,1468,1153,1153,1153,1640,1640,1474,1474,4840,4840,NA,NA,NA,NA,NA,NA,NA,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483
"4137",1674,1674,1674,1489,1489,1489,1980,1980,1980,2336,2336,2336,1799,1799,1799,1343,1343,1343,3761,3761,3761,3829,3829,3829,1654,1654,1637,1637,8654,8654,3984,3984,3984,1425,1425,1766,1766,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455
"4138",534,534,534,1307,1307,1307,1297,1297,1297,862,862,862,1213,1213,1213,1641,1641,1641,1344,1344,1344,2873,2873,2873,768,768,1705,1705,898,898,2750,2750,2750,626,626,332,332,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174
"4139",2965,2965,2965,2832,2832,2832,2925,2925,2925,3944,3944,3944,3704,3704,3704,3689,3689,3689,2905,2905,2905,3763,3763,3763,2543,2543,2466,2466,898,898,9292,9292,9292,3544,3544,8141,8141,7058,7058,7058,7058,7058,7058,7058,7058,7058,7058,7058
"4140",1515,1515,1515,1794,1794,1794,714,714,714,1562,1562,1562,1626,1626,1626,1780,1780,1780,1506,1506,1506,1408,1408,1408,888,888,1990,1990,2749,2749,3790,3790,3790,1341,1341,1002,1002,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298
"4141",NA,NA,NA,306,306,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1068,1068,1068,1753,1753,1753,1184,1184,597,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
